ID,Varenavn,Produsent,ATC Kode
ID_06E93E51-0F17-48CF-943E-3CC7A251D64F,"Pramipexole Orion tab 0,18 mg","Orion Corporation Orion Pharma, Espoo",N04BC05
ID_06F51E33-186D-472C-A66C-ECC8731A8F61,Xylocain salve 5 %,Aspen Pharma Trading Limited,D04AB01
ID_06F908C9-180C-4B57-800D-CE89B7B80D84,"Lyumjev inj, oppl 200 E/ml",Eli Lilly Nederland B.V. (1),A10AB04
ID_07017FD3-2567-47C0-9B67-9C97324D608A,"Ciprofloxacin Navamedic inf, oppl 2 mg/ml",Navamedic ASA,J01MA02
ID_070785FF-E261-4921-96D3-2B83458CA6E1,"Diovan Comp tab 160 mg/12,5 mg",Novartis Norge (2),C09DA03
ID_070D1B14-A0F5-4E6A-9AF4-8359FAA90BE7,Zofran tab 4 mg,Sandoz A/S,A04AA01
ID_0711F074-78B7-4AC2-9FB9-6DFEE1B9AFA2,"Yellox øyedr, oppl 0,9 mg/ml",2care4 ApS,S01BC11
ID_07188322-E501-400B-84C2-C902D86D1A7F,Gleostine kaps 10 mg,NextSource Biotechnology,L01AD02
ID_07280A91-80D4-4C8E-A66E-E88D9AB80955,Ebetrex kons til inf oppl 100 mg/ml,EBEWE Pharma Ges.m.b.H Nfg. KG,L01BA01
ID_072F6976-A565-4C41-9B80-360F8D4F5577,"Lutathera inf, oppl 370 MBq/ml",Advanced Accelerator Applications,V10XX04
ID_072FB018-0117-4B35-9D8D-F0FDED04CA4A,Paraflex tab 250 mg,Karo Pharma AB,M03BB03
ID_0732E5B4-61CC-487B-B06A-E425F7EEF28C,"Calcipotriol/Betamethasone Aristo gel 50 mikrog/g/0,5 mg/g",Aristo Pharma GmbH,D05AX52
ID_073E341E-D2CC-415C-BBEB-1C5D1286EC78,"Oxycodone Abboxia inj/inf, oppl 1 mg/ml",Abboxia AB,N02AA05
ID_07492B5B-D933-4EC1-85F8-1F4E0574AA5E,Cialis tab 5 mg,Eli Lilly Nederland BV,G04BE08
ID_074A9E4D-0586-45C1-A77D-4D883B93182C,Pyrisept salve 1 mg/g,Karo Pharma AS,D08AJ03
ID_07543673-DCDD-4493-91E0-4E2A2F28ADED,Uromitexan tab 400 mg,Baxter Medical AB,V03AF01
ID_07548A52-91C8-48B8-A3CB-C692066D7440,Laktose SA pulv,Sykehusapotekene HF,V07AR
ID_0759759A-D7FD-4012-B38C-08A8A3C9738C,Pantoprazol Actavis enterotab 20 mg,Actavis Group PTC ehf,A02BC02
ID_075FC655-6BC1-4E90-BE5C-A70AFE7020BA,"Dostinex tab 0,5 mg",Pfizer AS,G02CB03
ID_07766DF3-D115-472E-9C99-7BA9BE055333,Nycopro daglig kalsium+vitD kaps,Orifarm Healthcare AS,
ID_077B9902-CE44-4D95-A397-96ABE0D9ECE9,Møllers pharma tran D+ mikst,Orkla AS,
ID_079121C7-59B6-44C7-A8EE-B4D3548C3C59,Thyroid NAF tab 60 mg,Kragerø Tablettproduksjon AS,H03AA05
ID_079A0DEF-736A-4A2A-9C45-E5EF8F64DB9B,"Rocuronium bromide Kalceks inj/inf, oppl 10 mg/ml",AS Kalceks,M03AC09
ID_079E7947-59B6-4C2B-AA21-38C3E08475CB,Nitoman tab 25 mg,MediLink A/S,N07XX06
ID_07A8DF0F-597E-4398-B2FC-347674D3AFFD,Tofranil tab 25 mg,Amdipharm Limited (1),N06AA02
ID_07B45391-B8D1-4F7D-BC85-C57B4E503D93,"Bio-Silica+MSM tab 750 mg/1,5 mg",Pharma Nord,
ID_07BB71E4-9595-4A88-98E2-210D6FAF39C7,"Voltarol Forte gel 23,2 mg/g",Haleon Denmark ApS,M02AA15
ID_07E91DEE-6011-49DD-B8BE-7AB222CD5847,Tavlesse tab 100 mg,Grifols,B02BX09
ID_07F28E40-CF5B-41C5-A48A-FBEA51F61C7D,Somac enterotab 40 mg,Takeda AS,A02BC02
ID_08051326-60BF-4257-B5B3-AFDB2B5CE60C,Cialis tab 20 mg,Eli Lilly Nederland BV,G04BE08
ID_0815D599-2D5C-4CB2-ADC5-363CD38FC987,"Erbitux inf, oppl 5 mg/ml",Merck,L01FE01
ID_0823BB18-3502-48B3-B936-FED49B9B3B45,Metoprolol Sandoz depottab 25 mg,Sandoz AS,C07AB02
ID_082903CF-94CF-41C6-A2CB-90CC52FC2CAB,Tramadol Hexal kaps 50 mg,Hexal A/S,N02AX02
ID_083B75C6-7E6A-4CD1-919E-6EBFDCC2EDB8,"Zoladex implantat 3,6 mg/sprøyte",Abacus Medicine A/S,L02AE03
ID_083C5BAB-4769-4089-A13D-2AF3A79169A5,Oramorph mikst oppl 2 mg/ml,2care4 ApS,N02AA01
ID_08577FD0-4398-4D3D-B8E9-DCF435A3D7B4,Sunitinib Sandoz kaps 25 mg,Sandoz - København,L01EX01
ID_0861E2E6-EF39-470B-8C06-4921B52EE099,Ezetimibe/Simvastatin Accord tab 10 mg/40 mg,Accord Healthcare B.V.,C10BA02
ID_0864288F-9559-4FFE-B84C-03A7E15FC5C7,"Medisinsk luft Nippon Gases Scandinavia medisinsk gass, komprimert 100 %",Nippon Gases Norge AS,V03AN05
ID_08760517-C2F1-4C95-882E-4658EDEBC2FE,Bronkyl brusetab 200 mg,Karo Pharma AS,R05CB01
ID_0879589E-AB00-40F4-9F48-645526FEADD7,Genotropin pulv+væske til inj oppl 1 mg/sprøyte,PFIZER AS,H01AC01
ID_088B9EB9-7353-4566-8D3B-E1F55EC43405,Rizatriptan al tab 10 mg,"Aliud Pharma G,bH",N02CC04
ID_088C9367-E05C-4DC4-827D-3123D650EE81,Intuniv depottab 4 mg,Takeda Pharmaceuticals International AG Ireland Branch,C02AC02
ID_0895EA49-8AA3-4088-A533-033396432755,Vitamin B-6 Liquid carlson mikst 40 mg/ml,Carlson Labs,A11HA02
ID_089BA6D8-03ED-42B9-AF14-BBFA686FAB71,"Cloxacillin Navamedic pulv til inj/inf væske, oppl 1 g",Navamedic ASA,J01CF02
ID_089D2E3C-4ACF-4ADC-A316-44B7F6199C91,Balidax kaps 50 mg,Teva B.V.,N06BA12
ID_08B6251F-373D-434B-9848-F9299D47E1EB,Quetiapine Medical Valley depottab 300 mg,Medical Valley Invest AB,N05AH04
ID_08B79CAF-846B-4AC2-A989-C92F9E23F5E0,Cystadane pulv 1 g,Recordati Rare Diseases,A16AA06
ID_08C323C1-6944-4522-8806-8CAA1641A7F5,Imatinib Teva tab 400 mg,Teva B.V.,L01EA01
ID_08CC29A7-7151-476D-9827-91B1E5ABE558,Surmontil tab 25 mg,Neuraxpharm Sweden AB,N06AA06
ID_08D0192E-3ECD-49EA-B648-540892C3055E,"Staloral 5-gress startpakning sublingvalspray, oppl",Stallergenes GmbH,V01AA02
ID_08DEFF57-368A-46C6-8C66-5810EFF6CCA4,Jivi pulv+væske til inj oppl 500 IE,Bayer AG,B02BD02
ID_08E72CA9-CDEC-493D-A975-67B8811FD148,Rosazol krem 1 %,Teva B.V.,D06BX01
ID_08EBD36A-564A-450B-9295-424803119D7E,Dalacin vagitorie 100 mg,Pfizer AS,G01AA10
ID_09272A72-7BB8-4145-A89B-5E28527A232B,Xylocain spray 10 mg/dose,Aspen Pharma Trading Limited,N01BB02
ID_092B287E-72BF-4F1D-AD4C-AADC3E791731,"Airapy medisinsk gass, komprimert 100 %",Linde Gas,V03AN05
ID_092D53A8-42AD-4076-A908-D3E30B8D7292,Kaliumjodid Serb tab 65 mg,SERB S.A.,V03AB21
ID_093133EA-FA4A-46EB-A6E6-FC45B955B6B3,Allopurinol Orion tab 100 mg,Orion Corporation - Espoo,M04AA01
ID_09405C20-2AC8-449F-B085-15BD0C412D25,"Virafosc inf, oppl 24 mg/ml",CampusPharma AB,J05AD01
ID_0951CBA5-A42C-4B75-A4AF-6F4209864CCF,Tolterodin-aristo tab 1 mg,Aristo Pharma,G04BD07
ID_095C15B5-C40D-41B7-91E7-C43004DB74AD,Prismasol 4 mmol/l Kalium hemodial/hemofilt væske,Vantive Belgium SRL,B05ZB
ID_095C986F-33FA-470F-BF4E-6CB3B593220F,Nurofen Junior mikst susp med jordbærsmak 40 mg/ml,Reckitt Benckiser Deutschland GmbH,M01AE01
ID_095D64EF-F35E-4865-96E8-C8DC65A47DB0,KidMel mikst oppl 1 mg/ml,Special Products,N05CH01
ID_09663F17-CCC0-4489-B13E-EA1E500936C0,Lilinorm tab 1 mg,ACE Pharmaceuticals BV,H02AB09
ID_096689AF-34DC-4B57-8E4D-F1891676128D,Metoprolol Sandoz depottab 50 mg,Sandoz AS,C07AB02
ID_0968C43C-6A2B-4EDF-A3A3-B8F646D0A216,Nurofen Forte mikst susp med jordbærsmak 40 mg/ml,Reckitt Benckiser,M01AE01
ID_096D5434-5B27-492E-AF04-D6C86800B05A,Cefuroxim 1a pharma tab 500 mg,1 A Pharma GmbH,J01DC02
ID_09828AF1-BF67-40A9-B008-B4D1E7072D5B,Metolazon Abcur tab 5 mg,Abcur AB,C03BA08
ID_0982B4CD-A8FB-40A8-9548-9FCEA572AFEE,"Copaxone inj, oppl 20 mg/sprøyte",Teva GmbH,L03AX13
ID_09921905-C4C6-4E11-90AD-A550B8E56657,"Zypadhera pulv til depotinj væske, susp 210 mg",CHEPLAPHARM Registration GmbH,N05AH03
ID_09927CC7-EF99-47EE-AC83-B10B774966FB,Kortison SA kaps 2 mg,Sykehusapotekene HF,H02AB10
ID_099AB7A5-9C55-42C1-B229-CB7D2743C613,"Holoxan pulv til inj/inf væske, oppl 1000 mg",Baxter Medical AB,L01AA06
ID_099B9A65-B177-4240-9518-AB15F86B5485,Mirabella tab 100 mikrog/20 mikrog,Exeltis Healthcare S.L.,G03AA07
ID_09AE6502-9ADA-45E5-B6E2-BE5E2E7766A7,"Carnitene inj, oppl 1 g/5 ml",Alfasigma,A16AA01
ID_09B43757-20B8-4464-B9A2-57B521798B31,Provera tab 10 mg,Pfizer,G03DA02
ID_09C531D0-B294-4714-AD48-A3009A24746D,Dormidina doxilamina tab 25 mg,Esteve Pharmaceuticals S.A,R06AA09
ID_09CBB4B2-0922-42B3-A4B6-70566B22F6E0,Augmentin tab 500 mg/125 mg,GlaxoSmithkline,J01CR02
ID_09DB2B48-8A08-48B6-97B7-0505BFD89D4E,"Imovane tab 7,5 mg",Sanofi-aventis Norge (3),N05CF01
ID_09E02D61-1FE0-4EB3-822A-362EA2512D31,"ChiRhoStim pulv til inj væske, oppl 16 mikrog",ChiRhoClin,V04CK01
ID_09E21A46-D495-4195-BBD1-96DBDD4BFD7C,Onglyza tab 5 mg,AstraZeneca AB (2),A10BH03
ID_09F9EB3B-2EA5-4EDA-8AFC-5EC72B668A6F,Votubia tab 10 mg,Novartis Europharm Limited (1),L01EG02
ID_09FBBB91-AEA2-4A30-B65E-6EFF05328151,"Idefirix pulv til kons til inf væske, oppl 11 mg",Hansa Biopharma AB,L04AA41
ID_09FEBF8C-635C-4B03-94EF-8144C1DC01A5,"Sabrilex granulat til mikst, oppl 500 mg",Sanofi-aventis Norge (3),N03AG04
ID_0A03BC33-1A94-4DBF-9DB3-23C0DF52EEC7,"Baraclude tab 0,5 mg",Abacus Medicine A/S,J05AF10
ID_0A0822B7-0B92-4BF3-854C-65EAB996552F,"Benzylpenicillin VM panpharma SA pulv+væske til inf oppl 1,2 g",Sykehusapoteket Lørenskog,J01CE01
ID_0A10C71D-6527-4852-8C0D-2FD276659DF1,"MicardisPlus tab 80 mg/12,5 mg",2care4 ApS,C09DA07
ID_0A1B614A-549F-4772-9CB3-F15CAB81AEC1,Metadon apotektilvirket mikst oppl med solbærsmak 105 mg/dose,,N07BC02
ID_0A1C9AD2-5236-4B83-8CC5-2CC7E923E9C9,Berberine-500 thorne kaps 500 mg,Thorne,A
ID_0A2174A0-8BD6-423E-A130-A5BC776ABBCA,Finacea gel 15 %,LEO PHARMA A/S (Danmark),D10AX03
ID_0A268196-4E1D-41B8-B87E-AD045D2A1900,Metycor kaps 250 mg,HRA Pharma Rare Diseases,V04CD01
ID_0A2B0258-D78C-4E9B-96C7-686CDC3783A9,Mitomycin medac pulv til intravesikaloppl/inj/inf væske 40 mg,Medac - Gesellschaft für klinische Spezialpräparate Gmbh - Wedel,L01DC03
ID_0A32E086-BD24-4686-86A5-0F2FF3FC3FCF,"Yaz tab 0,02 mg/3 mg",Jenapharm,G03AA12
ID_0A399D51-A945-41D6-9EDD-04A7F911967F,"Humalog KwikPen inj, oppl 200 E/ml",2care4 ApS,A10AB04
ID_0A47C188-52D9-43D2-A90D-AF13B637CB01,Sintrom tab 4 mg,Merus Labs Luxco II S.à r.l.,B01AA07
ID_0A73AE2E-B6FA-49AC-A65D-13E63407F658,Peritol tab 4 mg,Infectopharm Arzneimittel und Consilium,R06AX02
ID_0A80A6E1-6EE3-4713-B73D-02614946C5E5,"Icomas medisinsk gass, komprimert 0,3 %/0,3 %/0,3 %",Linde Sverige AB,V04CX08
ID_0A850B69-46E6-4B23-980F-C48A15DCA98F,"Insulin glulisin SA inj, oppl 100 E/ml","Sykehusapoteket Oslo, Ullevål",A10AB06
ID_0A8ACC2F-CFC1-43BE-9890-E700B3A13A26,Nature-Throid tab 130 mg,RLC Labs,H03AA05
ID_0A8F9F0D-0378-493B-92F6-3C5DDB1B80EC,Mektovi tab 15 mg,2care4 ApS,L01EE03
ID_0A923B08-7B09-47D3-8F4E-FECF9F84D543,Bevacomb tab 10 mg/160 mg,Teva B.V.,C09DB01
ID_0AA42516-34DA-4E14-B10D-793B8CCE16E5,Tegretol mikst susp 20 mg/ml,Novartis Norge (2),N03AF01
ID_0AA771AE-E918-4EF4-9245-2ADAAEC1A6D4,Vocabria tab 30 mg,ViiV Healthcare BV,J05AJ04
ID_0AA7B96E-D724-4CCB-8F4B-578BDC640889,"Etalpha kaps 0,5 mikrog",Cheplapharm Arzneimittel GmbH,A11CC03
ID_0AC959E5-A5A3-4760-9582-B247B408479A,"Fluad Tetra inj væske, susp",Seqirus Netherlands B.V.,J07BB02
ID_0AE066EC-9D80-4B5D-A710-FE98DCCB530C,"Ceftazidim Fresenius Kabi pulv til inj/inf væske, oppl 2000 mg",Fresenius Kabi Norge AS,J01DD02
ID_0AEEC344-C826-4AA4-BD46-A8A80BD36809,Olanzapine Teva tab 5 mg,Teva B.V.,N05AH03
ID_0AFB8F96-E9FB-4D24-A318-8BEB95DE5BB0,"Ondansetron Hameln inj, oppl 2 mg/ml",hameln pharma GmbH,A04AA01
ID_0AFBF2B3-BF3F-4C52-AD5D-7FB8B7C5ADA0,Paxlovid tab 150 mg,Pfizer Europe MA EEIG,J05AE30
ID_0AFC5C13-8531-4CF8-8781-25FCF1723F07,"Stelara inj, oppl 45 mg/0,5 ml",Janssen-Cilag International N.V.,L04AC05
ID_0AFEA580-4DFD-41A1-90D6-AF040B6535D1,Losec Mups enterotab 10 mg,Cheplapharm Arzneimittel GmbH,A02BC01
ID_0AFF875F-5DC2-43DB-BFC9-05D86E7D9CDD,Metformin Sandoz tab 1000 mg,Sandoz - København,A10BA02
ID_0B074193-B3C9-43D8-9B42-55F7C8EC20BC,H-F Antidote gel,Ukjent (2),V03AB
ID_0B10CD26-B419-4B53-B93F-E91F3CEDBA2D,Bufomix Easyhaler inh pulv 320 mikrog/9 mikrog,Orion Corporation - Espoo,R03AK07
ID_0B198A3F-FA73-4008-AD5C-19E5D14C2C44,Megace tab 160 mg,Bausch Health Ireland Limited,L02AB01
ID_0B1CBB3F-0854-4F8B-B0C2-E4E7D052BE5E,Elvanse kaps 50 mg,Takeda Pharmaceuticals International AG Ireland Branch,N06BA12
ID_0B225F83-80BB-4E61-BD9B-1BE54639E632,Nolvadex tab 20 mg,AstraZeneca GmbH,L02BA01
ID_0B2792CC-7F25-4B1E-AF63-A5CE85AAACA4,"Glyserol SA dentalvæske, oppl med sitronsmak 70 % w/w","Sykehusapoteket Oslo, Ullevål",A01AD11
ID_0B2A3D41-71A7-4894-9DA6-8ACFF02AAADA,Berit omega-3 kaps,Berit Nordstrand Smarte Nytelser AS,
ID_0B2F9447-4CD1-41D1-9D75-92D6C664AA80,"Metakolin SA inh væske, oppl 25 mg/ml","Sykehusapoteket Oslo, Ullevål",V04CX03
ID_0B3575E9-E59D-4D0C-A2CC-4FB7F70D1895,"NeuLumEX mikst susp 0,1 % w/v",E-Z-EM,V08BA01
ID_0B3FB505-1F66-439D-9B2E-EBB907A06ABA,Mirtazapin Bluefish smeltetab 30 mg,Bluefish Pharmaceuticals AB,N06AX11
ID_0B409E58-44B6-4FEE-B0C3-A70963D4D602,Rxulti tab 2 mg,Otsuka Pharmaceutical Netherlands B.V.,N05AX16
ID_0B449107-91EA-4E18-BB46-295F9C21BA9E,Risperidon Sandoz tab 3 mg,Sandoz AS,N05AX08
ID_0B44CF90-D3FF-4D1A-A5F0-CFE940FE687D,"Salvacolina mikst oppl 0,2 mg/ml",Laboratorios Salvat,A07DA03
ID_0B4EE1D7-5693-4640-AE6B-B358F4CF74BE,Ciprofloxacin Actavis tab 250 mg,Actavis Group PTC ehf,J01MA02
ID_0B57B2A8-3083-46F6-BDC5-5470689CB4A7,Prevymis tab 240 mg,Merck Sharp & Dohme B.V. (1),J05AX18
ID_0B6052AE-84F3-4145-9578-1A5B7D40473A,Jakavi tab 10 mg,Novartis Europharm Limited (1),L01EJ01
ID_0B638564-8E9B-42A6-89B3-DBC2B36D3658,Soluprick Reke oppl til prikktest,ALK-Abelló,V04CL
ID_0B687D5B-E508-4CE8-A638-A5ACC818C490,Aciclovir Pfizer kons til inf oppl 25 mg/ml,PFIZER AS,J05AB01
ID_0B6ECFD7-0FDF-419A-8650-1539214AE504,Antepsin tab 1 g,Orion Corporation Orion Pharma,A02BX02
ID_0B6F8EE8-4697-42D3-8EB5-1CF39939F961,Octaplex 500 IE pulv+væske til inf oppl,Octapharma (2),B02BD01
ID_0B75A447-8C09-4B38-BEB9-D1F8E6300406,"Myrelez inj, oppl 60 mg/sprøyte",Amdipharm Ltd,H01CB03
ID_0B89C01A-B636-4343-BA93-1DDABF917ECC,Rectogesic rektalsalve 4 mg/g,Grünenthal GmbH,C05AE01
ID_0B9C56C7-2E39-42D9-ADC7-8386413E1307,Alyostal or oppl til prikktest 100 E/ml,Stallergenes,V04CL
ID_0B9CFA2C-6DBE-4E82-AE5E-DCBD23EF3888,"Lidocain accord inj, oppl 10 mg/ml",Accord,N01BB02
ID_0B9D858E-BD59-4C5B-84E6-07C9968F53E5,"Benzylpenicillin Panpharma pulv til inj/inf væske, oppl 1,2 g",Panpharma SA,J01CE01
ID_0BAAE8C3-D75A-4562-B3CB-A87CA6CB39BC,Mercilon 28 tab 150 mikrog/20 mikrog,N.V. Organon - Kloosterstraat,G03AA09
ID_0BB92B73-93EF-42FC-AA0D-2650A2765C18,"TRH ferring inj, oppl 0,2 mg/ml",Ferring GmbH (2),V04CJ02
ID_0BBC5416-B11B-4B5D-97EF-F2726C510B9D,"Dotarem inj, oppl 279,3 mg/ml",Guerbet,V08CA02
ID_0BBC6B2E-ABFF-4687-9F92-2D8B29E9C180,"Ropivacain Fresenius Kabi inj, oppl 5 mg/ml",Fresenius Kabi Norge AS,N01BB09
ID_0BCB9BB3-9DED-47CC-9ED6-2382688D2BD7,Nardil tab 15 mg,,N06AF03
ID_0BD92833-CD24-4332-9415-294AAA3F5C2D,Vildagliptin/Metformin Sandoz tab 50 mg/1000 mg,Sandoz - København,A10BD08
ID_0BE7D5AE-1F68-4EFB-A9F8-CE23F3EFFAAF,Keytruda kons til inf oppl 25 mg/ml,Merck Sharp & Dohme B.V. (1),L01FF02
ID_0BF7A650-ADE2-4A5E-8012-9819AF08C55D,Inderal tab 10 mg,AstraZeneca (2),C07AA05
ID_0BFB3D93-D9D0-4611-BD20-8EE5D1FF0687,"Tresuvi inf, oppl 1 mg/ml",Amomed Pharma GmbH,B01AC21
ID_0C00EA62-C6CC-4D4B-B6B5-5CAA918A75EB,"Gliolan pulv til mikst, oppl 30 mg/ml",photonamic GmbH & Co. KG,L01XD04
ID_0C0C8847-CFED-4E72-A3A7-26EDBDABA30D,Concerta depottab 27 mg,Janssen-Cilag AS,N06BA04
ID_0C1C2F0C-34DE-45F0-A4B8-FE5451B2AB31,D-pearls kaps 20 mikrog,Pharma Nord,
ID_0C249807-23DB-4B8C-8F57-8F1A2D044E10,Lenalidomide Mylan kaps 5 mg,Mylan Pharmaceuticals Limited,L04AX04
ID_0C255083-DDC7-4760-A725-84618ABC7271,Rivotril tab 2 mg,Cheplapharm Arzneimittel GmbH,N03AE01
ID_0C27CB3B-3E4E-4A0A-B34F-879EC55391A2,"Livial tab 2,5 mg",N.V. Organon - Kloosterstraat,G03CX01
ID_0C2877B0-0C2C-4811-833A-83E435142F6E,Briviact tab 10 mg,UCB Pharma SA,N03AX23
ID_0C2B3FE1-49FB-442B-853C-477C10AB0B23,DHEA douglas smeltetab 25 mg,Douglas laboratories,A14AA07
ID_0C30DFD6-BB6F-4914-B716-79DB3567489D,Peditrace kons til inf oppl,Fresenius Kabi,B05XA31
ID_0C3A78B8-5C43-4DB7-B2A2-38C2CA04BD51,Ibux mikst susp med jordbærsmak 20 mg/ml,Karo Pharma AS,M01AE01
ID_0C488A37-7982-4ECE-8CE1-FA82AF388320,Irinotecan Fresenius Kabi kons til inf oppl 20 mg/ml,Fresenius Kabi Norge AS,L01CE02
ID_0C4C8E52-02ED-45F0-A127-74A69AAF506F,Dolcontin depottab 100 mg,Mundipharma AS,N02AA01
ID_0C54A037-BEBE-4775-BC03-599EAC3539FF,Baraclude tab 1 mg,Abacus Medicine A/S,J05AF10
ID_0C57BAEB-411C-470B-8A5F-F8142B8281CD,SPT 309 Cat epithelia oppl til prikktest,Allergopharma,V04CL
ID_0C5E75D6-2B49-435D-8E48-2F9830DF0AAA,Scleron weleda tab,Weleda,V
ID_0C6021E9-4C8D-4944-AEC1-69CDF41C29E4,"Alvesco inh aerosol, oppl 160 mikrog/dose",Covis Pharma Europe B.V.,R03BA08
ID_0C635256-8E52-4CC5-A31A-270E254C478F,"Cipralex dråper, oppl 20 mg/ml",2care4 ApS,N06AB10
ID_0C643F3A-F56B-4F09-BB07-A595D41BA788,Orap tab 1 mg,Eumedica Pharmaceuticals GmbH,N05AG02
ID_0C668C8F-0E1E-4788-85C5-DAC6A3FB85C8,"MicardisPlus tab 80 mg/12,5 mg",Boehringer Ingelheim International GmbH,C09DA07
ID_0C6AAFB2-2532-45C2-8822-8451C4A837A1,Topimax kaps 25 mg,Janssen-Cilag AS,N03AX11
ID_0C87394F-5B4B-4456-8789-CF8F8FA52457,"Cannabidiol glostrup dråper, oppl 100 mg/ml",Glostrup Apotek,N03AX24
ID_0C8846F0-D4B7-4E51-8111-2D1D131A4A0D,Glimepirid Teva tab 1 mg,Teva Sweden AB,A10BB12
ID_0C953AFE-2EA8-4B9B-9B5B-CF82DAC5BD4E,"Carbomix abboxia granulat til mikst, susp 50 g",Norit,A07BA01
ID_0C9BFF35-D604-4630-9AE9-5A632F619E2C,Lynparza tab 150 mg,AstraZeneca AB (2),L01XK01
ID_0CA1CE9E-4635-4744-B6A0-EEBB2C786C66,Lanvis tab 40 mg,GlaxoSmithKline,L01BB03
ID_0CA1D2D5-3F12-4313-AD15-84C4598AA887,Selsun sjampo 25 mg/ml,Opella Healthcare France SAS,D11AC03
ID_0CAECDF2-059B-49EA-8662-57C6EBFB1679,Kalydeco gran 25 mg,Vertex Pharmaceuticals (Ireland) Limited,R07AX02
ID_0CB16D38-CFE9-44B4-AAC3-9C870669D93B,Sitagliptin Krka tab 25 mg,"KRKA, d.d. Novo mesto",A10BH01
ID_0CB516D0-A799-4907-83C3-C8C2DE065DBB,Celebrex kaps 100 mg,2care4 ApS,M01AH01
ID_0CC6190E-9FBA-44F8-9B1C-6C8D288B9A28,Vildagliptin Krka tab 50 mg,"KRKA, d.d. Novo mesto",A10BH02
ID_0CD34F17-FFEC-4587-9B3D-FD23990BECA9,Enbrel pulv+væske til inj oppl 10 mg/sprøyte,Pfizer Europe MA EEIG (1),L04AB01
ID_0CD42EDA-4F65-4BF6-8E78-0C398E6C2BF8,Sandimmun kons til inf oppl 50 mg/ml,Novartis Norge (2),L04AD01
ID_0CE37B0A-33C9-49A8-AD33-BF7BA4F544B3,Metadon apotektilvirket mikst oppl med solbærsmak 10 mg/dose,,N07BC02
ID_0CE6B614-549C-449A-9964-04E5A4B24E6C,"Mircera inj, oppl 150 mikrog/sprøyte",Roche Registration GmbH,B03XA03
ID_0CF493A8-EEA1-4A00-A8BD-53DA6A7B1C05,Doxylin tab 100 mg,Actavis Group PTC ehf (1),J01AA02
ID_0CF6C7F8-A7FC-4027-934E-D3BBF4934627,"Ketalar inj, oppl 10 mg/ml",Pfizer AS,N01AX03
ID_0D05EA1F-8317-4CF0-84C2-8F44AB53F37E,Valtrex tab 500 mg,GlaxoSmithKline AS,J05AB11
ID_0D075465-349B-474D-AFF4-803A6378FB7A,Xalkori kaps 250 mg,Pfizer Europe MA EEIG (1),L01ED01
ID_0D1D45FB-FA73-45C5-BDF0-C2EA579DD26D,Rinexin depottab 50 mg,Viatris AS,R01BA01
ID_0D25EF2B-C912-421A-A22B-61458FC83B19,Sarclisa kons til inf oppl 20 mg/ml,Sanofi Winthrop Industrie,L01FC02
ID_0D37CF5A-A8DE-4C6A-9A41-9B3AA8812D97,"Besremi inj, oppl 250 mikrog/penn",AOP Orphan Pharmaceuticals AG,L03AB15
ID_0D3998D8-E8B1-44B9-BC63-99B604A41CBF,Atorvastatin Hexal tab 40 mg,Hexal A/S,C10AA05
ID_0D3DA2FF-8250-4D56-90BA-66B59993D820,Dicloxacillin Bluefish kaps 500 mg,Bluefish Pharmaceuticals AB,J01CF01
ID_0D4DD288-B127-4B38-B411-BAB2A8C05ED4,"Carnicor inj, oppl 200 mg/ml",Alfasigma,A16AA01
ID_0D5160A3-D32C-43E5-B07A-49A6028EBCFA,"Nordimet inj, oppl 10 mg/penn",Nordic Group BV,L04AX03
ID_0D51D019-F23D-4AF5-99DE-F945CFBF146D,SiderAL kaps 27 mg/70 mg,PharmaNutra,
ID_0D57E999-81D8-4EB9-AC12-4F64DF66AD2E,"Evrysdi pulv til mikst, oppl 0,75 mg/ml",Roche Registration GmbH,M09AX10
ID_0D6D51A1-B1AA-4827-98E7-6A028F995000,"Oprymea depottab 2,62 mg","KRKA, d.d. Novo mesto",N04BC05
ID_0D6F0A43-26A2-4813-AB1A-A48CDA936B5C,Fludarabin Ebewe kons til inj/inf oppl 25 mg/ml,EBEWE Pharma Ges.m.b.H Nfg. KG,L01BB05
ID_0D710D11-3197-4DD4-B91D-A438806AAD3C,"Fulvestrant Medical Valley inj, oppl 250 mg/sprøyte",Medical Valley Invest AB,L02BA03
ID_0D718F5B-8720-42EB-BD07-B5274C68B84E,"Trilafon Dekanoat inj, oppl 108,2 mg/ml",Orion Corporation - Espoo,N05AB03
ID_0D85DFA3-6E9B-4F4D-B284-995B2A872F15,Zymelin nesespray oppl 1 mg/ml,Orifarm Healthcare A/S,R01AA07
ID_0D8BB83C-F33E-4743-89F8-A0BC90A2B5C4,Solifenacin Sandoz tab 5 mg,Sandoz - København,G04BD08
ID_0D8DC697-FA79-4A0A-A0F1-DE67C5D81BC4,Polaramine rovi tab 2 mg,Laboratorios Farmaceuticos Rovi S.A,R06AB02
ID_0D8DF949-B952-44D2-A886-35433F794617,Exforge HCT tab 10 mg/160 mg/25 mg,Novartis Europharm Limited (1),C09DX01
ID_0DAB04F3-9757-49B3-A564-032E9F7D45DD,"Aridol inh pulv, kaps 5 mg",Pharmaxis Europe Limited,V04CX04
ID_0DAB82B6-FF05-48E0-A9D6-9D794B0F2EB9,Clobex sjampo 500 mikrog/g,Galderma Nordic AB,D07AD01
